"symbol","previousClose","open","dividendYield","dividendPerShare","dividendPayDate","exDividendDate","change","changeInPercent","lastTradeDate","daysLow","daysHigh","lastTradePriceOnly","1YrTargetPrice","daysValueChange","pricePaid","holdingsGainPercent","annualizedGain","holdingsGain","52WeekHigh","52WeekLow","marketCapitalization","sharesOwned","stockExchange","volume","earningsPerShare","epsEstimateCurrentYear","epsEstimateNextYear","epsEstimateNextQuarter","bookValue","ebitda","pricePerSales","pricePerBook","peRatio","pegRatio","pricePerEpsEstimateCurrentYear","pricePerEpsEstimateNextYear","shortRatio","tickerTrend","holdingsValue"
"DUE",2.79,2.76,6.37,0.13,,"6/29/2016",-0.01,-0.0036,"2017-01-30",2.75,2.79,2.78,,,,,,,2.94,2.12,6760000000,,"ASX",13536970,0.09,0.1,,0,1.37,942420000,4.23,2.04,32.33,4.1,27.8,25.27,"0.00",,
"DUI",3.58,3.57,,,,,-0.01,-0.0028000000000000004,"2017-01-30",3.56,3.58,3.57,,,,,,,3.58,3.11,740830000,,"ASX",21341,0.15,,,0,3.14,"0.00",20.41,1.14,24.29,0,,,"0.00",,
"DVL",0.49,0.47,,,,,-0.02,-0.0408,"2017-01-30",0.47,0.48,0.47,,,,,,,0.6,0.25,70460000,,"ASX",84288,-0.04,-0.02,,0,0.06,-5720000,24.32,8.6,,0,,47,"0.00",,
"DVN",0.455,0.455,,,,"9/13/2012",-0.01,-0.02198,"2017-01-30",0.445,0.455,0.445,,,,,,,0.68,0.42,70630000,,"ASX",41184,-0.413,0.07,,0,1.16,-51950000,0.344,0.392,,0,,,"0.000",,
"DWS",1.42,1.43,,,,"9/1/2016",0.01,0.006999999999999999,"2017-01-30",1.41,1.44,1.43,,,,,,,1.45,0.98,188520000,,"ASX",182101,0.13,0.13,,0,0.5,25390000,1.28,2.87,11.26,-6.76,11,10.21,"0.00",,
"DXB",0.008,0.008,,,,"9/24/1999",0,0,"2017-01-30",0.008,0.008,0.008,,,,,,,0.017,0.004,11790000,,"ASX",699999,-0.004,,,0,0.002,-1280000,19.318,4,,0,,,"0.000",,
"DXS",9.06,8.98,4.64,0.31,,"6/29/2016",-0.12,-0.0132,"2017-01-30",8.89,9.06,8.94,,,,,,,9.89,7.09,8650000000,,"ASX",2729315,1.3,0.57,,0,7.85,1140000000,5.85,1.15,6.87,10.81,15.68,15.68,"0.00",,
"DYE",0.21,0.21,,,,,0,0,"2017-01-30",0.21,0.21,0.21,,,,,,,0.28,0.18,77870000,,"ASX",99752,-0.03,-0.02,,0,0.02,-12170000,76.01,9.13,,0,,,"0.00",,
"DYL",0.024,0.025,,,,,0,0,"2017-01-30",0.024,0.026,0.024,,,,,,,0.032,0.003,51460000,,"ASX",7332710,-0.001,,,0,0.026,-1680000,,0.923,,0,,,"0.000",,
"EAI",0.86,0.85,,,,,0,0.0058,"2017-01-30",0.85,0.86,0.86,,,,,,,0.9,0.71,103200000000,,"ASX",175911,,,,0,0,"0.00",,,,0,,,"0.00",,
"EAL",0.063,0.066,,,,"11/12/2014",0.003,0.047619999999999996,"2017-01-30",0.065,0.066,0.066,,,,,,,0.13,0.06,9040000,,"ASX",17400,-0.145,0.09,,0,0.21,-8070000,0.053,0.3,,0,,,"0.000",,
"EAR",0.18,0.185,,,,,0.015,0.08333,"2017-01-30",0.185,0.195,0.195,,,,,,,0.275,0.07,33700000,,"ASX",306899,-0.005,,,0,0.019,-1510000,2220.518,9.474,,0,,,"0.000",,
"EAX",1,0.97,,,,"8/24/2016",-0.03,-0.03,"2017-01-30",0.97,0.97,0.97,,,,,,,1.8,0.74,25180000,,"ASX",6500,-0.02,0.24,,0,0.46,5840000,0.76,2.16,,0,,,"0.00",,
"EBO",17.59,16.5,,,,"9/29/2016",-1.09,-0.062,"2017-01-30",16.5,16.5,16.5,,,,,,,19.1,10.75,2500000000,,"ASX",300,0.61,,,0,5.21,160840000,0.52,3.37,27.09,0,,,"0.00",,
"ECG",0.2,0.195,,,,,0.005,0.025,"2017-01-30",0.195,0.205,0.205,,,,,,,0.38,0.16,109680000,,"ASX",30384,-0.013,,,0,0.057,-4870000,7.03,3.509,,0,,,"0.000",,
"ECX",3.7,3.65,,,,"5/16/2016",-0.02,-0.0054,"2017-01-30",3.61,3.71,3.68,,,,,,,4.35,2.42,949650000,,"ASX",610936,0.19,0.26,,0,2.55,277220000,1.89,1.45,19.89,1.38,14.15,12.69,"0.00",,
"EDE",0.29,0.31,,,,,0.02,0.0508,"2017-01-30",0.31,0.33,0.31,,,,,,,0.34,0.06,360820000,,"ASX",9930542,0,,,0,0.01,-3390000,282.91,22.69,,0,,,"0.00",,
"EEG",0.009,0.009,,,,,0,0,"2017-01-30",0.009,0.009,0.009,,,,,,,0.02,0.008,3100000,,"ASX",500000,-0.023,,,0,0.097,20250000,0.19,0.093,,0,,,"0.000",,
"EGG",0.91,0.92,,,,"3/15/2010",0.02,0.022000000000000002,"2017-01-30",0.92,0.93,0.93,,,,,,,1.32,0.78,79610000,,"ASX",6000,0.08,0.06,,0,1.28,15270000,0.36,0.71,11.92,2.53,15.5,11.62,"0.00",,
"EGH",0.68,0.68,,,,,0,0,"2017-01-30",0.68,0.69,0.68,,,,,,,0.8,0.46,153530000,,"ASX",103093,0.05,0.05,,0,0.29,7420000,8.04,2.36,13.08,0.63,13.6,9.71,"0.00",,
"EGI",0.98,0.98,,,,"9/5/2016",-0.01,-0.0102,"2017-01-30",0.96,0.98,0.97,,,,,,,1.05,0.9,,,"ASX",113900,-0.04,,,0,0,"0.00",,,,0,,,"0.00",,
"EGL",0.03,0.032,,,,"1/11/2010",0.002,0.06667,"2017-01-30",0.032,0.032,0.032,,,,,,,0.065,0.009,6910000,,"ASX",15555,0,,,0,0.057,"344168.00",0.252,0.526,,0,,,"0.000",,
"EGO",0.28,0.28,,,,,0,0,"2017-01-30",0.28,0.28,0.28,,,,,,,0.5,0.26,28630000,,"ASX",10041,-0.03,0.05,,0,0.59,9920000,1.43,0.48,,0.34,5.6,4,"0.00",,
"EGS",0.37,0.36,,,,,0.01,0.027000000000000003,"2017-01-30",0.36,0.38,0.38,,,,,,,0.56,0.14,186050000,,"ASX",45801,-0.08,0.01,,0,0.01,-19530000,11762.28,46.25,,0,38,3.17,"0.00",,
"EHE",2.75,2.72,,,,"3/22/2016",0,0,"2017-01-30",2.72,2.77,2.75,,,,,,,6.79,2.08,517500000,,"ASX",1219054,0.15,0.2,,0,3.14,86400000,1.17,0.87,18.21,-1.78,13.75,13.75,"0.00",,
"EHL",0.087,0.088,0,0,,"2/27/2013",0,0,"2017-01-30",0.086,0.089,0.087,,,,,,,0.09,0.025,49510000,,"ASX",613226,-0.404,-0.08,,0,0.011,37780000,0.24,7.909,,0,,,"0.000",,
"ELD",4.32,4.31,,,,"9/26/2008",-0.04,-0.009300000000000001,"2017-01-30",4.25,4.35,4.28,,,,,,,4.64,3.2,487320000,,"ASX",121508,0.49,0.39,,0,1.62,43840000,0.3,2.67,8.79,0.59,10.97,10.44,"0.00",,
"ELK",0.077,0.076,,,,,-0.003,-0.03896,"2017-01-30",0.074,0.078,0.074,,,,,,,0.101,0.056,49750000,,"ASX",460315,-0.027,-0.01,,0,0.034,-4870000,881.469,2.265,,0,,7.4,"0.000",,
"ELT",0.012,0.012,,,,,-0.001,-0.08333,"2017-01-30",0.011,0.014,0.011,,,,,,,0.014,0.005,8440000,,"ASX",7366957,-0.002,,,0,0.006,"-845726.00",864.927,2,,0,,,"0.000",,
"ELX",1.28,1.28,,,,"12/3/2002",0.02,0.015600000000000001,"2017-01-30",1.25,1.3,1.3,,,,,,,1.62,0.65,148390000,,"ASX",145353,0.03,0.04,,0,0.42,6420000,2,3.03,46.43,0,32.5,21.67,"0.00",,
"EMB",11,11,,,,"9/15/2016",0,0,"2017-01-30",11,11,11,,,,,,,11,6.5,23730000,,"ASX",1500,0.94,,,0,6.55,2750000,0.55,1.68,11.73,0,,,"0.00",,
"EMC",0.85,0.85,,,,"9/25/2008",-0.04,-0.0414,"2017-01-30",0.79,0.85,0.81,,,,,,,1.18,0.19,160320000,,"ASX",307042,-0.09,,,0,0.04,-3640000,395.78,23.47,,0,,,"0.00",,
"EMF",1.8,1.79,,,,,-0.01,-0.005600000000000001,"2017-01-30",1.79,1.79,1.79,,,,,,,1.87,1.69,168140000000,,"ASX",39625,,,,0,0,"0.00",,,,0,,,"0.00",,
"EMG",0.01,0.01,,,,,0,-0.0909,"2017-01-30",0.01,0.01,0.01,,,,,,,0.02,0.01,2270000,,"ASX",793870,-0.01,,,0,0.01,"-318210.00",42.38,1.37,,0,,,"0.00",,
"EMH",0.66,0.665,,,,,-0.005,-0.00758,"2017-01-30",0.64,0.665,0.655,,,,,,,0.77,0.105,79530000,,"ASX",125224,-0.018,,,0,0.066,-1280000,571.431,10,,0,,,"0.000",,
"EML",1.73,1.73,,,,,-0.03,-0.0173,"2017-01-30",1.7,1.73,1.7,,,,,,,2.2,0.93,412110000,,"ASX",113338,0,0.05,,0,0.49,1760000,17.99,3.52,,0,34,21.25,"0.00",,
"EMR",0.047,0.047,,,,,0,0,"2017-01-30",0.047,0.049,0.047,,,,,,,0.06,0.023,61410000,,"ASX",579434,0,,,0,0.014,"-804998.00",,3.357,,0,,,"0.000",,
"EMX",0.055,0.057,,,,,0.001,0.01818,"2017-01-30",0.055,0.057,0.056,,,,,,,0.061,0.028,34110000,,"ASX",1789205,0.001,,,0,0.01,-9100000,461.03,5.5,56,0,,,"0.000",,
"ENC",0.26,0.255,,,,,-0.005,-0.01923,"2017-01-30",0.255,0.255,0.255,,,,,,,0.37,0.19,66120000000.00001,,"ASX",50192,,,,0,0,"0.00",,,,0,,,"0.000",,
"ENN",2.14,2.15,,,,"6/29/2016",0,0,"2017-01-30",2.13,2.15,2.14,,,,,,,2.34,1.57,151180000,,"ASX",18267,-0.01,0.17,,0,0.68,11390000,2.15,3.15,,0,12.59,11.89,"0.00",,
"ENR",0.09,0.09,,,,,0,0,"2017-01-30",0.09,0.09,0.09,,,,,,,0.17,0.05,14010000,,"ASX",77430,-0.04,,,0,0.13,"-368541.00",54.25,0.7,,0,,,"0.00",,
"ENT",0.014,0.014,,,,,0,0,"2017-01-30",0.014,0.014,0.014,,,,,,,0.026,0.012,4410000,,"ASX",50000,-0.01,,,0,0.026,"-365671.00",,0.538,,0,,,"0.000",,
"EOS",1.86,1.89,,,,,0.03,0.0161,"2017-01-30",1.89,1.93,1.89,,,,,,,2.44,1.02,107440000,,"ASX",40670,0.08,,,0,0.09,1900000,3.1,19.58,23.33,0,,,"0.00",,
"EPD",0.5,0.49,,,,"10/2/2014",0,-0.0101,"2017-01-30",0.49,0.49,0.49,,,,,,,0.55,0.22,58820000,,"ASX",8091,-0.01,0.05,,0,0.44,4010000,0.37,1.13,,0,9.8,7,"0.00",,
"EPM",0.009,0.009,,,,,-0.001,-0.11111,"2017-01-30",0.008,0.009,0.008,,,,,,,0.01,0.004,7830000,,"ASX",18609562,-0.001,,,0,0.003,"-352118.00",289.615,3,,0,,,"0.000",,
"EPT",0.028,0.027,,,,,-0.001,-0.03571,"2017-01-30",0.027,0.028,0.027,,,,,,,0.058,0.012,4580000,,"ASX",350000,-0.038,,,0,-0.005,-1400000,,,,0,,,"0.000",,
"EPW",1.235,1.24,,,,"9/9/2016",-0.02,-0.01619,"2017-01-30",1.21,1.24,1.215,,,,,,,1.645,0.745,294590000,,"ASX",636941,0.146,0.02,,0,1.944,64680000.00000001,0.108,0.635,8.322,-13.51,60.75,20.25,"0.000",,
"EQE",0.014,0.014,,,,,-0.001,-0.07143,"2017-01-30",0.013,0.014,0.013,,,,,,,0.02,0.006,5650000,,"ASX",2488696,-0.008,,,0,0.003,"-679369.00",1731.084,4.667,,0,,,"0.000",,
"EQT",17.79,17.8,,,,"9/14/2016",0.02,0.0011,"2017-01-30",17.8,17.82,17.81,,,,,,,20.61,12.91,355560000,,"ASX",1493,0.67,0.98,,0,12.06,27260000,4.24,1.47,26.78,1.8,18.17,16.34,"0.00",,
"EQU",0.087,0.091,,,,,0.004,0.04598,"2017-01-30",0.09,0.095,0.091,,,,,,,0.095,0.018,22750000,,"ASX",4656318,-0.038,,,0,0.007,"0.00",7625.556,12.429,,0,,,"0.000",,
"ERA",0.74,0.73,,,,"8/9/2010",-0.03,-0.034,"2017-01-30",0.71,0.74,0.71,,,,,,,0.75,0.32,367580000,,"ASX",668360,-0.42,-0.1,,0,0.53,52790000,1.14,1.39,,0,,,"0.00",,
"ERL",0.028,0.028,,,,,0,0,"2017-01-30",0.027,0.028,0.028,,,,,,,0.049,0.007,9080000,,"ASX",489184,-0.006,,,0,-0.001,-1800000,,,,0,,,"0.000",,
"ERM",0.115,0.115,,,,,-0.003,-0.02609,"2017-01-30",0.11,0.12,0.112,,,,,,,0.195,0.03,42370000,,"ASX",803380,-0.011,,,0,0.059,"-957301.00",153.003,1.949,,0,,,"0.000",,
"ESH",0.028,0.027,,,,,-0.002,-0.07143,"2017-01-30",0.026,0.027,0.026,,,,,,,0.034,0.001,"796458.00",,"ASX",198285,0.001,,,0,0.166,"35726.00",1.103,0.169,26,0,,,"0.000",,
"ESI",0.017,0.017,,,,"10/10/2002",-0.001,-0.05882,"2017-01-30",0.016,0.017,0.016,,,,,,,0.027,0.01,43730000,,"ASX",1346678,-0.002,,,0,0.002,"-724599.00",552.972,8.5,,0,,,"0.000",,
"ESR",0.12,0.12,,,,,-0.02,-0.12,"2017-01-30",0.11,0.12,0.11,,,,,,,0.14,0.01,20710000,,"ASX",4929747,-0.01,,,0,0,2860000,,25,,0,,,"0.00",,
"ETE",0.007,0.006,,,,,0,0,"2017-01-30",0.006,0.007,0.007,,,,,,,0.011,0.004,3570000,,"ASX",510000,-0.039,,,0,0.005,-1060000,96.311,1.4,,0,,,"0.000",,
"EUR",0.057,0.059,,,,,-0.001,-0.01754,"2017-01-30",0.054,0.06,0.056,,,,,,,0.14,0.043,,,"ASX",1669542,,,,0,0,"0.00",,,,0,,,"0.000",,
"EVE",0.009,0.008,,,,,-0.001,-0.11111,"2017-01-30",0.008,0.008,0.008,,,,,,,0.015,0.005,8920000,,"ASX",331250,-0.001,,,0,0.002,"-878696.00",2007900,4.5,,0,,,"0.000",,
"EVN",2.12,2.14,1.34,0.02,,"8/25/2016",0.03,0.014199999999999999,"2017-01-30",2.12,2.19,2.15,,,,,,,3.06,1.39,3160000000,,"ASX",6170852,-0.02,0.19,,0,1.06,527370000,2.34,2.01,,0.5,11.32,9.35,"0.00",,
"EVS",0.074,0.07,,,,,-0.008,-0.10811,"2017-01-30",0.066,0.07,0.066,,,,,,,0.07,0.066,12030000,,"ASX",61178,-0.011,0,,0,0.081,"-538999.00",0.756,0.914,,0,,,"0.000",,
"EVT",14.54,14.55,,,,"9/7/2016",0.33,0.0227,"2017-01-30",14.55,14.97,14.87,,,,,,,15.99,13.13,2360000000,,"ASX",79877,0.81,0.82,,0,6.38,250560000,1.83,2.28,18.36,3.34,18.13,16.71,"0.00",,
"EVZ",0.014,0.014,,,,"3/17/2010",0,0,"2017-01-30",0.014,0.014,0.014,,,,,,,0.022,0.006,2950000,,"ASX",150000,-0.012,,,0,0.027,"-55158.00",0.046,0.519,,0,,,"0.000",,
"EWC",0.37,0.38,,,,,0.012,0.03243,"2017-01-30",0.38,0.385,0.382,,,,,,,0.415,0.125,662450000,,"ASX",30227,0.015,0.01,,0,0.366,94900000,3.423,1.011,25.467,0,,,"0.000",,
"EXC",0.05,0.051,,,,,0.001,0.02,"2017-01-30",0.051,0.051,0.051,,,,,,,0.092,0.017,12110000,,"ASX",175000,-0.006,,,0,0.022,-1170000,1248.354,2.273,,0,,,"0.000",,
"EXG",0.023,0.022,,,,,-0.001,-0.04348,"2017-01-30",0.022,0.022,0.022,,,,,,,0.147,0.016,15560000,,"ASX",14027,-0.041,-0.01,,0,-0.032,-19600000,0.828,,,0,,,"0.000",,
"EXR",0.03,0.034,,,,,0.004,0.13333,"2017-01-30",0.034,0.034,0.034,,,,,,,0.048,0.017,2290000,,"ASX",316670,-0.013,,,0,0.043,"-736302.00",391.753,0.698,,0,,,"0.000",,
"EYM",0.01,0.01,,,,,0,0.25,"2017-01-30",0.01,0.01,0.01,,,,,,,0.08,0.01,"888950.00",,"ASX",10084002,-0.01,,,0,0.06,"-857234.00",,0.14,,0,,,"0.00",,
"FAR",0.08,0.08,,,,,0,0,"2017-01-30",0.08,0.08,0.08,,,,,,,0.12,0.06,356920000,,"ASX",3785184,-0.01,0,,0,0.03,-22780000,,2.35,,0,,,"0.00",,
"FBR",0.088,0.088,,,,"6/1/2002",0,0,"2017-01-30",0.086,0.089,0.088,,,,,,,0.165,0.019,58310000,,"ASX",884339,-0.014,,,0,0.006,-1590000,195.911,14.667,,0,,,"0.000",,
"FBU",10.16,10.11,,,,"9/22/2016",-0.07,-0.0069,"2017-01-30",10.03,10.15,10.09,,,,,,,10.78,6.05,6940000000,,"ASX",381228,0.47,0.66,,0,3.89,625240000,1.07,2.61,21.29,2.55,15.29,14.41,"0.00",,
"FCT",0.53,0.54,,,,,0,0,"2017-01-30",0.53,0.54,0.53,,,,,,,0.69,0.2,95290000,,"ASX",72591,-0.04,,,0,0.05,-2250000,14.88,10.82,,0,,,"0.00",,
"FDM",0.087,0.087,,,,,0.001,0.01149,"2017-01-30",0.087,0.088,0.088,,,,,,,0.11,0.041,47960000,,"ASX",310936,-0.112,,,0,0.04,-36240000,6.933,2.175,,0,,,"0.000",,
"FEL",0.03,0.03,,,,,-0.004,-0.13333,"2017-01-30",0.026,0.03,0.026,,,,,,,0.04,0.022,6650000,,"ASX",261000,-0.003,,,0,0,"-423900.00",,,,0,,,"0.000",,
"FET",2.55,2.52,,,,"9/29/2016",-0.03,-0.0118,"2017-01-30",2.51,2.55,2.52,,,,,,,2.91,2.08,,,"ASX",75537,0.43,0.15,,0,0,"0.00",,,,0,16.8,15.75,"0.00",,
"FFC",0.15,0.15,,,,,0,0,"2017-01-30",0.15,0.15,0.15,,,,,,,0.28,0.04,19130000,,"ASX",10833,,,,0,0.01,-3720000,9.8,10.71,,0,,,"0.00",,
"FFT",0.17,0.18,,,,,0.005,0.02941,"2017-01-30",0.175,0.18,0.175,,,,,,,1.1,0.16,21440000,,"ASX",227932,-0.048,,,0,0.198,-5580000,1.45,0.859,,0,,,"0.000",,
"FGG",1.065,1.065,,,,,0,0,"2017-01-30",1.06,1.065,1.065,,,,,,,1.18,1.02,295180000000,,"ASX",278082,,,,0,0,"0.00",,,,0,,,"0.000",,
"FGR",0.14,0.14,,,,"10/13/2008",-0.01,-0.07139999999999999,"2017-01-30",0.12,0.14,0.13,,,,,,,0.17,0.05,39970000,,"ASX",988006,-0.02,,,0,0.01,-4610000,,9.33,,0,,,"0.00",,
"FGX",1.155,1.155,,,,"10/12/2015",-0.01,-0.00866,"2017-01-30",1.145,1.155,1.145,,,,,,,1.175,1.1,,,"ASX",111126,0.073,,,0,0,"0.00",,,,0,,,"0.000",,
"FHS",0.13,0.1,,,,,-0.02,-0.15380000000000002,"2017-01-30",0.1,0.11,0.11,,,,,,,0.15,0.1,36110000000,,"ASX",30000,-0.17,,,0,0,"0.00",,,,0,,,"0.00",,
"FID",3.71,3.71,,,,"8/26/2016",-0.01,-0.0027,"2017-01-30",3.7,3.71,3.7,,,,,,,3.73,1.95,115110000,,"ASX",12542,0.19,0.24,,0,0.78,9660000,3.26,4.78,19.68,0,15.42,12.76,"0.00",,
"FIG",0.6,0.6,,,,,-0.005,-0.008329999999999999,"2017-01-30",0.59,0.6,0.595,,,,,,,0.605,0.59,142640000,,"ASX",90595,0.016,5.1,,0,0.07,7550000,3.604,8.571,37.188,0,0.117,0.077,"0.000",,
"FLK",0.96,0.96,,,,"9/9/2016",0,0,"2017-01-30",0.96,0.96,0.96,,,,,,,1.02,0.79,141700000,,"ASX",58534,0.04,0.05,,0,0.99,4410000,8.98,0.97,25.95,16.27,19.2,19.2,"0.00",,
"FLN",1.105,1.105,,,,,-0.07,-0.06335,"2017-01-30",1.02,1.105,1.035,,,,,,,1.85,0.99,474520000,,"ASX",118886,-0.005,0,,0,0.077,-1770000,10.549,14.351,,0,,103.5,"0.000",,
"FLT",30.53,30.58,8.92,1.99,,"9/15/2016",-0.23,-0.0075,"2017-01-30",30.13,30.8,30.3,,,,,,,45.37,28.52,3060000000,,"ASX",133184,2.42,2.29,,0,13.34,418200000,1.17,2.29,12.51,19.76,13.23,12.68,"0.00",,
"FMG",6.63,6.62,5.31,0.26,,"9/2/2016",-0.15,-0.0226,"2017-01-30",6.48,6.63,6.48,,,,,,,6.96,1.49,20180000000,,"ASX",9615882,0.32,0.66,,0,2.69,3150000000,2.91,2.46,20.51,-3.06,9.82,16.62,"0.00",,
"FMS",0.079,0.085,,,,,0.002,0.02532,"2017-01-30",0.081,0.09,0.081,,,,,,,0.09,0.006,238720000,,"ASX",13384506,-0.001,,,0,0.016,-3970000,7115.244,4.938,,0,,,"0.000",,
"FND",0.17,0.17,,,,,0,0,"2017-01-30",0.17,0.17,0.17,,,,,,,0.19,0.1,114520000,,"ASX",60418,-0.03,-0.02,,0,0.09,-40680000,8.78,1.95,,-0.78,,2.43,"0.00",,
"FNP",3.72,3.72,,,,"3/31/2016",0.05,0.0134,"2017-01-30",3.7,3.81,3.77,,,,,,,5.2,3.23,684360000,,"ASX",76556,0.28,0.09,,0,1.63,17710000,3.96,2.29,13.23,0.68,41.89,29,"0.00",,
"FOR",1.91,1.92,,,,,0.01,0.0052,"2017-01-30",1.9,1.92,1.92,,,,,,,1.92,1.9,,,"ASX",30310,,,,0,0,"0.00",,,,0,,,"0.00",,
"FPH",8.53,8.47,2.94,0.16,,"12/6/2016",-0.2,-0.023399999999999997,"2017-01-30",8.31,8.47,8.33,,,,,,,10.27,7.7,4710000000,,"ASX",400359,0.2,0.29,,0,0.76,190560000,7.73,11.27,41.24,2.24,28.72,24.5,"0.00",,
"FRI",0.98,0.97,,,,"8/11/2016",-0.01,-0.0102,"2017-01-30",0.96,0.97,0.97,,,,,,,1.01,0.78,224650000,,"ASX",99095,0.04,0.22,,0,0.98,23420000,2.21,1,25.53,0,,,"0.00",,
"FRM",1.79,1.79,,,,"9/17/1999",0.01,0.005600000000000001,"2017-01-30",1.79,1.8,1.8,,,,,,,2.69,1.23,99320000,,"ASX",18286,0.15,,,0,0.69,15990000,1.05,2.59,12.24,0,,10.59,"0.00",,
"FRN",0.022,0.021,,,,,-0.001,-0.04545,"2017-01-30",0.02,0.021,0.021,,,,,,,0.027,0.017,5250000,,"ASX",1318861,-0.004,,,0,0.013,"0.00",,1.692,,0,,,"0.000",,
"FRX",0.09,0.09,,,,,0.01,0.0526,"2017-01-30",0.09,0.1,0.1,,,,,,,0.24,0.09,19370000,,"ASX",110000,-0.03,,,0,0.11,-3710000,2.28,0.84,,0,,,"0.00",,
"FSA",1.3,1.31,,,,"8/29/2016",0.02,0.0154,"2017-01-30",1.3,1.32,1.32,,,,,,,1.32,0.92,165120000,,"ASX",17843,0.11,0.12,,0,0.6,"0.00",2.72,2.18,12.22,0,,,"0.00",,
"FSF",5.91,5.91,,,,"8/31/2016",-0.01,-0.0017000000000000001,"2017-01-30",5.89,6.07,5.9,,,,,,,6.07,4.94,,,"ASX",2540,,,,0,0,"0.00",,,,0,,,"0.00",,
"FTT",0.066,0.068,,,,,0,0,"2017-01-30",0.066,0.068,0.066,,,,,,,0.082,0.032,,,"ASX",385000,-0.053,-0.01,,0,0,"0.00",,,,325,,,"0.000",,
"FUN",0.02,0.02,,,,"11/14/2013",0,-0.047599999999999996,"2017-01-30",0.02,0.02,0.02,,,,,,,0.03,0.01,14590000,,"ASX",556400,-0.04,0,,0,-0.02,-8980000,0.17,,,0,,,"0.00",,
"FWD",1.95,1.95,,,,"9/1/2014",-0.04,-0.020499999999999997,"2017-01-30",1.91,1.97,1.91,,,,,,,2.29,1,116580000,,"ASX",78483,-0.46,0.05,,0,3.05,9030000,0.41,0.64,,3.9,38.2,14.69,"0.00",,
"FXJ",0.86,0.86,,,,"8/19/2016",-0.005,-0.005809999999999999,"2017-01-30",0.845,0.86,0.855,,,,,,,1.06,0.72,1970000000,,"ASX",6703424,-0.385,0.06,,0,0.396,186150000,1.085,2.172,,-5.16,14.25,14.25,"0.000",,
"FXL",2.29,2.28,,,,"9/8/2016",-0.03,-0.0131,"2017-01-30",2.24,2.31,2.26,,,,,,,2.92,1.71,841510000,,"ASX",772115,0.14,0.25,,0,1.64,"0.00",3.57,1.39,15.59,3.58,9.04,8.07,"0.00",,
"FZO",0.15,0.165,,,,,0.045,0.3,"2017-01-30",0.165,0.195,0.195,,,,,,,0.375,0.145,12090000,,"ASX",278000,-0.117,,,0,-0.038,-2210000,124.569,,,0,,,"0.000",,
"GAP",0.41,0.41,,,,"9/23/2016",-0.005,-0.012199999999999999,"2017-01-30",0.4,0.41,0.405,,,,,,,0.435,0.27,120480000,,"ASX",76572,0.034,0.04,,0,0.335,16090000,0.704,1.224,11.912,0,,,"0.000",,
"GBE",0.021,0.022,,,,,0.001,0.047619999999999996,"2017-01-30",0.022,0.022,0.022,,,,,,,0.027,0.017,10330000,,"ASX",100000,-0.015,,,0,0.084,-2350000,,0.25,,0,,,"0.000",,
"GBG",0.034,0.034,,,,,-0.002,-0.05882,"2017-01-30",0.031,0.034,0.032,,,,,,,0.041,0.012,47860000,,"ASX",671892,-0.004,-0.01,,0,0.026,-2620000,175.349,1.308,,0,,,"0.000",,
"GBR",0.135,0.145,,,,,0.01,0.07407,"2017-01-30",0.145,0.145,0.145,,,,,,,0.2,0.105,4940000,,"ASX",25000,,,,0,0.029,"0.00",,4.655,,0,,,"0.000",,
"GBT",3.89,3.89,,,,"4/6/2016",-0.07,-0.018000000000000002,"2017-01-30",3.81,3.9,3.82,,,,,,,5.5,3.6,257560000,,"ASX",36740,0.14,0.21,,0,0.98,12450000,2.43,3.98,27.88,1.72,18.19,14.15,"0.00",,
"GBX",0.004,0.005,,,,,0.001,0.25,"2017-01-30",0.005,0.005,0.005,,,,,,,0.009,0.003,4530000,,"ASX",151478,0,,,0,0.001,"-374435.00",,4,,0,,,"0.000",,
"GBZ",0.013,0.015,,,,,0.002,0.15385,"2017-01-30",0.015,0.015,0.015,,,,,,,0.024,0.01,9800000,,"ASX",250000,0.005,,,0,0.024,"-774948.00",31.897,0.542,3,0,,,"0.000",,
"GC1",0.945,0.94,,,,"3/8/2016",0,0,"2017-01-30",0.94,0.945,0.945,,,,,,,1.05,0.93,,,"ASX",9990,,,,0,0,"0.00",,,,0,,,"0.000",,
"GCS",0.57,0.57,,,,"9/14/2016",0,0,"2017-01-30",0.56,0.57,0.57,,,,,,,0.6,0.35,114160000,,"ASX",31386,-0.38,0.07,,0,0.72,27120000,0.62,0.8,,0,8.14,8.14,"0.00",,
"GCY",0.545,0.58,,,,,0.04,0.07339000000000001,"2017-01-30",0.58,0.585,0.585,,,,,,,0.81,0.13,147950000,,"ASX",146126,-0.004,-0.03,,0,0.144,"-503323.00",993.366,3.785,,0,,14.625,"0.000",,
"GDF",1.065,1.065,,,,"9/29/2016",0,0,"2017-01-30",1.065,1.07,1.065,,,,,,,1.1,0.9,,,"ASX",12373,0.188,0.1,,0,0,"0.00",,,,2.07,10.65,9.682,"0.000",,
"GDI",0.99,0.99,,,,,0,-0.0051,"2017-01-30",0.98,0.99,0.98,,,,,,,1,0.82,528039999.99999994,,"ASX",223631,0,0.09,,0,0.04,45270000,6.57,25.92,980,6.02,10.89,9.8,"0.00",,
"GDX",30.17,30.92,,,,,0.64,0.0212,"2017-01-30",30.81,30.98,30.81,,,,,,,41.61,19.32,,,"ASX",1565,,,,0,0,,,,,0,,,,,
