symbol,name,EPS,QuoteLast,Price200DayAverage,Price52WeekPercChange,PriceToBook,MarketCap,PE,DividendRecentQuarter,DividendNextQuarter,DPSRecentYear,IAD,DividendPerShare,DividendYield,Dividend,BookValuePerShareYear,CashPerShareYear,CurrentRatioYear,LTDebtToAssetsYear,LTDebtToAssetsQuarter,TotalDebtToAssetsYear,TotalDebtToAssetsQuarter,LTDebtToEquityYear,LTDebtToEquityQuarter,TotalDebtToEquityYear,TotalDebtToEquityQuarter,AINTCOV,ReturnOnInvestmentTTM,ReturnOnInvestment5Years,ReturnOnInvestmentYear,ReturnOnAssetsTTM,ReturnOnAssets5Years,ReturnOnAssetsYear,ReturnOnEquityTTM,ReturnOnEquity5Years,ReturnOnEquityYear,Beta,Float,InstitutionalPercentHeld,GrossMargin,EBITDMargin,OperatingMargin,NetProfitMarginPercent,NetIncomeGrowthRate5Years,RevenueGrowthRate5Years,RevenueGrowthRate10Years,EPSGrowthRate5Years,EPSGrowthRate10Years,Volume,AverageVolume
HJB,HJB Corporation Ltd,0,0.01,0.01,-,13.49,2300000,-,0,-,0,-,0,-,-,0,0,1.73,0,0,0,0,0,0,0,0,-,-138.65,-186.94,-138.65,-105.87,-57.56,-105.87,-138.65,-244.09,-138.65,-,144.73,-,-,"-8,202.78","-8,536.11","-8,536.11",-,-82.55,-59.59,-,-,0,-
HLO,Helloworld Ltd,-,3.9,-,-,-,1720000000,-,-,-,-,-,-,-,-,-,-,1.06,5.28,5.28,5.28,5.28,14.02,14.02,14.02,14.02,4.62,-66.11,-10.99,-66.11,-34.84,-6.27,-34.84,-72.57,-11.92,-72.57,-,107.09,-,-,9.49,-69.9,-72.03,-,7.79,10.62,-,-,"12,815.00","27,587.00"
HLODA,Helloworld Ltd,-,-,3.62,65.83,1.64,-,-,0,0.02,0,0.02,0,0.5,-,2.42,0.24,1.05,7.36,7.36,7.41,7.41,17.85,17.85,17.96,17.96,2.53,0.63,-12.48,0.63,0.3,-6.91,0.3,0.77,-13.64,0.77,0.79,27.54,-,-,8.74,2.29,0.56,-38.41,-2.68,9.92,-42.26,-28.95,-,-
HLSN,HILLCREST DEF,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-
HLX,Helix Resources Ltd.,-0.01,0.06,0.07,100,1.51,19120000,-,0,-,0,-,0,-,-,0.04,0.01,9.18,0,0,0,0,0,0,0,0,-,-12.24,-7.44,-12.24,-11.99,-7.25,-11.99,-12.24,-7.45,-12.24,2.33,182.71,-,-,"-2,621.86","-2,687.73","-5,421.97",-,-40.39,-16.49,-,-,1270000,"94,692.00"
HMC,HydroMet Corporation Pty Ltd,-,0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.59,0.39,0.4,15.14,10.29,0.66,0.67,25.44,17.23,4.12,-6.7,4.91,9.8,-4.27,3.23,6.32,-7.42,5.49,11,-,135.28,-,12.46,-2.09,-3.65,-2.53,-,37.99,26.94,-,-,0,-
HMI,Harvest Minerals Ltd,-0.01,0,0.14,66.67,15.57,-,-,0,-,0,-,0,-,-,0.01,0,2.26,0,0,0,0,0,0,0,0,-,-91.31,-87.51,-91.31,-74.18,-83.16,-74.18,-91.31,-87.51,-91.31,0.57,-,-,-,"-11,838.17","-11,838.17","-10,917.88",-,-,-,-,-,0,-
HMIDA,Harvest Minerals Ltd,-,-,0.15,-9.09,1.56,-,-,0,-,0,-,0,-,-,0.06,0.04,2.26,0,0,0,0,0,0,0,0,-,-91.31,-87.51,-91.31,-74.18,-83.16,-74.18,-91.31,-87.51,-91.31,0.38,69.85,-,-,"-11,838.17","-11,838.17","-10,917.88",-,-,-,-,-,-,-
HML,Henry Morgan Ltd,-,1.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"158,333.00","66,615.00"
HMO,HearMeOut Ltd,-,0.18,-,-,-,6540000,-,0,-,0,-,-,-,-,-0.01,0,0.34,"1,610.00","3,820.00","1,610.00","3,820.00",-,-,-,-,-6.1,-,-,"-2,662.50",-,-,-728.21,-,-,-,-,17.76,-,-,-,-,-,-,-,-,-,-,"66,727.00","107,794.00"
HMX,Hammer Metals Ltd,-0.01,0.05,0.06,-2.22,0.75,8870000,-,0,-,0,-,0,-,-,0.06,0.02,3.73,0,0,0,0,0,0,0,0,-,-13.29,-34.82,-13.29,-12.64,-33.31,-12.64,-13.29,-34.82,-13.29,0.36,144.68,-,-,"-4,012.55","-4,140.36","-2,618.64",-,2.08,-4.46,-,-,"200,000.00","201,290.00"
HNG,HGL Ltd,0.08,0.5,0.46,20.45,1.12,28110000,6.45,0.02,0.02,0.02,0.02,0.02,4.72,0.57,0.47,0.1,1.71,0,0,4.47,4.47,0,0,6.84,6.84,-,16.74,-13.96,16.74,11.4,-9.04,11.4,17.65,-15.11,17.65,-0.19,25.26,-,44.9,3.58,5.35,8.25,-,-20.39,-8.93,-,-8.21,121,"15,521.00"
HNR,Hannans Ltd,0,0.01,0.02,650,16.12,25190000,-,0,-,0,-,0,-,-,0,0,1.4,0,0,0,0,0,0,0,0,-934.14,-164.15,-36.26,-164.15,-35.8,-32.74,-35.8,-197.46,-37.05,-197.46,0.6,782.18,-,-,-588.74,-597.69,-474.64,-,-16.83,7.35,-,-,"259,722.00","799,244.00"
HOG,Hawkley Oil And Gas Limited,0,0.01,0,200,-,2650000,-,0,-,0,-,0,-,-,0,0,0.19,0,0,0,0,-,-,-,-,-,-,-47.26,-,-339.82,-43.87,-339.82,-,-49.73,-,2.7,180.15,-,100,-396.2,-396.26,-396.27,-,-55.25,-,-,-,14980000,4780000
HOM,Homeloans Limited,0.05,0.43,0.45,-10.42,1.02,169290000,8.71,0.02,0.02,0.04,0.04,0.04,9.3,4.23,0.42,0.12,-,77.97,77.97,77.97,77.97,489.76,489.76,489.76,489.76,-,1.86,2.06,1.86,1.82,2.02,1.82,11.92,15.58,11.92,0.88,374.07,-,42.11,15.43,13.18,9.23,-10.53,-5.13,-2.51,-11.23,10.51,0,"25,471.00"
HOR,Horseshoe Metals Ltd,-0.01,0.02,0.02,-5.88,2.03,3310000,-,0,-,0,-,0,-,-,0.01,0,0.08,0,0,8.45,2.29,0,0,42.14,9.6,-,-25.11,-32.91,-23.62,-22.67,-31.46,-21.53,-76.13,-57.73,-72.22,2.83,121.3,-,-,"-1,008.43","-2,511.13","-2,511.13",-,-16.85,-,-,-,"876,015.00","87,720.00"
HORN,HORSESHOE DEF X OPT,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-
HOT,HotCopper Holdings Ltd,0,0.18,-,-,16.59,19800000,39.82,0,-,0,-,0,-,-,0.01,0.01,2.29,0,0,0,0,0,0,0,0,-,-,-,39.66,-,-,27.75,-,-,40.47,-,35.96,-,-,25.69,23.46,18.12,-,-,-,-,-,0,"103,720.00"
HPI,Hotel Property Investments Ltd,0.41,2.75,2.81,10.98,1.2,401790000,6.68,0.09,0.1,0.18,0.19,0.18,6.96,25.42,2.28,0.02,0.68,41,41,41,41,73.77,73.77,73.77,73.77,-,10.56,-,10.56,10.28,-,10.28,18.93,-,18.93,-,143.65,-,85.68,77.13,147.07,125.49,-,-,-,-,-,"326,127.00","356,547.00"
HPR,High Peak Royalties Ltd,-0.03,0.04,0.05,-49.33,0.54,6340000,-,0,-,0,-,0,-,-,0.07,0.01,9.62,0,0,0,0,0,0,0,0,-184.42,-32.48,-20.82,-32.48,-32.07,-20.22,-32.07,-32.95,-21.12,-32.95,1.15,80.79,-,-,-355.75,"-2,475.32","-2,477.00",-,0.47,81.89,-,-,0,"22,127.00"
HRL,HRL Holdings Ltd,0,0.14,0.13,70.73,3.33,21450000,158.82,0,-,0,-,0,-,-,0.04,0,1.18,9.63,9.63,15.02,15.02,13.14,13.14,20.5,20.5,5.88,1.69,-51.67,1.69,1.44,-43.03,1.44,1.83,-53.27,1.83,-0.14,59,-,88.27,10.84,3,1.41,-,83.4,-,-,-,"34,400.00","17,785.00"
HRLN,HOT ROCK DEF,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-
HRN,Horizon Gold Ltd,-,0.35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"757,378.00","19,816.00"
HRR,Heron Resources Ltd,-0.01,0.14,0.13,58.65,1.02,56030000,-,0,-,0,-,0,-,-,0.13,0.06,13.51,0,0,0,0,0,0,0,0,-,-7.93,-12.47,-7.93,-7.65,-12.17,-7.65,-7.93,-12.47,-7.93,1.05,250.24,-,-,-711.26,-681.02,-556.68,-,-32.59,-0.31,-,-,"18,432.00","208,820.00"
HRS,Hudson Resources Limited,0.03,0,-,-,0.19,-,0,0,-,0,-,0,-,-,0.16,0.02,1.21,3.31,3.31,3.5,3.5,9.38,9.38,9.92,9.92,-,-13.6,-14.42,-13.6,-5.13,-7.01,-5.13,21.07,2.74,21.07,-,16.54,-,80.17,-527.39,-175.11,-175.11,76.62,18.82,-9.5,75.52,23.92,0,"18,867.00"
HSK,Heemskirk Consolidated Limited,-0.01,0.08,0.05,145.16,1.55,42200000,-,0,-,0,-,0,-,-,0.05,0.03,3.35,26.39,26.39,28.4,28.4,43.15,43.15,46.44,46.44,-5.24,-15.13,-17.86,-15.13,-13.72,-14.19,-13.72,-18.8,-19.16,-18.8,1.77,321.28,-,100,"-1,105.99","-1,528.39","-1,520.50",-,-53.64,-35.17,-,-,"100,000.00","266,156.00"
HSN,Hansen Technologies Limited,0.14,3.96,3.99,3.49,5.12,719430000,27.49,0.03,0.03,0.06,0.06,0.06,1.55,9.51,0.75,0.17,1.67,0.17,0.17,0.22,0.22,0.22,0.22,0.29,0.29,618.36,20.19,19.91,20.19,15.44,15.03,15.44,20.99,20.42,20.99,0.72,139.78,-,-,30.5,24.44,17.48,14.02,20.55,11.35,10.86,39.63,"319,955.00","270,563.00"
HSO,Healthscope Ltd,0.11,2.26,2.7,0.88,1.67,3920000000,21.48,0.04,0.04,0.07,0.07,0.07,3.25,124.9,1.37,0.12,1.29,35.03,35.03,35.25,35.25,65.63,65.63,66.03,66.03,7.55,4.79,0.44,4.79,4.34,0.33,4.34,7.81,1,7.81,-,"1,727.34",-,78.51,17.76,12.89,7.98,-,9.89,7.36,-,-8.25,5910000,5540000
HST,Hastie Group Limited,-0.87,0,0.12,-,0.08,-,-,0,-,0,-,0,-,9.59,2.01,0.52,1.37,28.86,0.73,32.84,19.82,101.19,2.69,115.13,73.43,0.33,-39.16,3,-14.51,-16.25,1.77,-8.7,-61.17,5.54,-26.57,1.74,136.67,-,7.99,-3.57,-6.75,-7.7,-,30.99,-,-,-,0,-
HT8,Harris Technology Group Ltd,-,0.09,-,-,-,50390000,-,-,-,-,-,-,-,-,-,-,1.16,2.1,0.99,8.92,9.68,4.52,3.3,19.22,32.17,-55.48,-86.78,-67.81,-51.75,-41.69,-43.6,-33.1,-89.48,-70.15,-54.25,-,353.03,-,15.59,-10.77,-13.54,-13.54,-,30.72,22.2,-,-,0,"19,624.00"
HTA,Hutchison Telecommunications (Aus) Ltd,-0.01,0.08,0.08,6.58,5.82,1090000000,-,0,-,0,-,0,-,-,0.01,0.01,0.59,0,0,56.1,63.15,0,0,127.97,171.73,-0.98,-78.12,-31.44,-65.11,-36.85,-22.86,-38.66,-78.12,-31.44,-65.11,0.24,155.15,-,-,82.15,82.15,"-2,215.53",-,-23.05,-39.49,-,-,"109,112.00","27,678.00"
HUA,Huayi Resources Ltd,-,0.2,-,-,-,14500000,-,0,-,0,-,-,-,-,-,-,-,-,0,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0,-
HUB,Hub24 Ltd,-0.02,4.9,4.59,22,13.61,267840000,-,0,-,0,-,0,-,-,0.36,0.18,3.39,0,0,0,0,0,0,0,0,-,-4.94,-40.05,-4.94,-4.17,-30.53,-4.17,-6.44,-43.98,-6.44,0.68,43.41,-,32.95,-4.39,-5.3,-2.72,-,38.95,18.21,-,-,"49,276.00","30,026.00"
HUMN,HUMANIS DEF,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-
HUN,Hunnu Coal Pty Ltd,-,1.79,1.56,27.3,6.88,434570000,-,0,-,-,-,-,-,-,0.26,0.16,36.7,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,218.56,-,-,-,-,-,-,-,-,-,-,0,-
HUO,Huon Aquaculture Group Ltd,0.04,4.3,3.46,8.97,1.48,375550000,109.25,0,-,0,-,0,-,0,2.87,0.04,2.92,12.58,12.58,15.94,15.94,20.73,20.73,26.26,26.26,0.38,1,7.14,1,0.84,5.52,0.84,1.38,10.99,1.38,-,27.72,-,42.54,8.93,-0.04,1.47,5.17,14.4,-,5.16,-,"13,294.00","49,671.00"
HVN,Harvey Norman Holdings Limited,0.31,4.89,4.83,10.43,2.03,5440000000,15.61,0.17,0.17,0.3,0.3,0.3,6.16,266.88,2.4,0.15,1.26,4.54,4.54,14.75,14.75,7.54,7.54,24.51,24.51,-,11.36,7.57,11.36,8.02,5.55,8.02,13.4,9.52,13.4,0.72,499.7,-,57.7,18.77,16.95,12.06,6.68,2.3,10.19,6,4.45,3960000,2160000
HWE,Henry Walker Eltin Group Ltd,0.09,0,-,-,-,-,0,0.02,-,0.02,-,0.02,-,-,1.25,0.62,1.65,24.6,24.6,31.62,31.62,71.24,71.24,91.55,91.55,2.44,3.45,0.73,3.45,2.27,0.49,2.27,6.79,1.79,6.79,-,202.95,-,1.7,8.05,1,1.43,-7.12,5.64,-,-9.96,-,0,-
HXG,Hexagon Resources Ltd,-0.01,0.25,0.18,250.75,6.26,61450000,-,0,-,0,-,0,-,-,0.04,0,3.12,0,0,0,0,0,0,0,0,-40.9,-30.86,-70.35,-30.86,-29.45,-63.64,-29.45,-30.86,-70.35,-30.86,-4.11,189.02,-,-,"-7,665.17","-16,832.85","-17,020.27",-,-,-29.31,-,-,"840,366.00","243,972.00"
HZL,HZ Lim Ltd,0.04,0.26,-,-,-,26450000,7.33,-,-,-,-,-,-,-,-,-,1.01,14.15,14.15,18.83,18.83,31.66,31.66,42.14,42.14,2.27,5.9,-,5.9,3.43,-,3.43,8.2,-,8.2,-,82.51,-,25.25,8.55,4.22,3.17,-,-,-,-,-,0,-
HZN,Horizon Oil Ltd,-0.15,0.06,0.05,-19.74,0.58,79420000,-,0,-,0,-,0,-,-,0.11,0.01,0.33,23.52,23.52,50.54,50.54,64.45,64.45,138.5,138.5,0.49,-48.82,-5.83,-48.82,-35.68,-4.74,-35.68,-80.05,-10.91,-80.05,1.43,807.82,-,20.77,60.07,-197.13,-190.28,-,5.05,89.53,-,-,"305,720.00",1970000
HZR,Hazer Group Ltd,-,0.67,0.55,203.72,9.42,36160000,-,0,-,0,-,-,-,-,0.07,0.07,14.28,0,0,0,0,0,0,0,0,"-10,245.44",-,-,-74.28,-,-,-69.01,-,-,-74.28,-,29.39,-,-,-,-,-,-,-,-,-,-,"661,662.00","135,660.00"
IAA,ISHASIA50 CDI 1:1,-,65.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"7,592.00","4,407.00"
IAB,Inabox Group Ltd,0.04,1.2,1.12,20,2.18,24080000,28.2,0.02,0.02,0.02,0.02,0.02,1.42,-,0.55,0.14,0.95,10.03,10.03,29.02,29.02,33.02,33.02,95.56,95.56,2.71,5.4,-,5.4,2.41,-,2.41,8.09,-,8.09,-0.47,10.82,-,39.98,5.86,2.17,0.98,-,-,-,-,-,0,786
IAG,Insurance Australia Group Ltd,0.25,5.83,5.71,14.34,2.17,13800000000,23.14,0.13,0.13,0.26,0.26,0.26,4.43,948,2.7,0.11,-,6.53,6.53,6.53,6.53,29.89,29.89,29.89,29.89,10.29,-,-,-,2.29,3.35,2.29,9.34,14.92,9.34,1.19,"2,293.93",-,-,8.18,5.59,4.27,20.11,6.95,8.27,16.08,-6.07,8970000,4450000
IAM,Intiger Group Ltd,0,0.07,0.04,250,12.87,72820000,-,0,-,0,-,0,-,-,0.01,0.01,16.53,0,0,0,0,0,0,0,0,-,-42.01,-108.67,-42.01,-38.97,-89.66,-38.97,-42.01,-108.67,-42.01,4.44,687.9,-,-,"-7,799.42","-7,799.42","-7,799.42",-,-24.79,-49.64,-,-,5320000,17000000
IATDA,Freehill Mining Ltd,-,-,0.02,-,-,-,-,0,-,0,-,0,-,-,0,0,0.54,155.77,155.77,155.77,155.77,-,-,-,-,-55.62,-,-,-,"1,808.30",-230.9,"1,808.28",-,-,-,-,1.54,-,-,"-19,155.55","83,124.24","82,779.80",-,7.58,-47.06,-,-,-,-
IAU,Intrepid Mines Limited (Australia),-0.58,1.21,1.2,13.52,0.26,20760000,-,0,-,0,-,0,-,-,4.56,3.02,47.38,0,0,0,0,0,0,0,0,-,-11.42,-3.2,-15.37,-11.3,-3.13,-14.93,-11.46,-3.29,-15.39,0.34,8.09,-,-,"-1,293.19","-1,416.29","-1,287.96",-,0.24,-,-,-,"18,982.00","9,289.00"
IB8,iBosses Corporation Ltd,0.01,0.42,0.44,100,20.38,7490000,58.74,0,-,0,-,0,-,-,0.02,0.01,2.3,0,0,0,0,0,0,0,0,-,18.28,-,-2.32,14.28,-,-1.38,19.76,-,-3.01,-,4.39,-,-,28.65,-5.83,20.69,-,-,-,-,-,0,472
IBC,Ironbark Capital Limited,0,0.49,0.47,5.43,0.9,61650000,161.72,0,0.01,0.01,0.02,0.01,4.79,1.51,0.54,0.52,297.36,0,0,0,0,0,0,0,0,-,0.47,4.08,0.47,0.47,4.04,0.47,0.47,4.09,0.47,0.45,62.92,-,"-2,012.50","-2,495.83","-2,495.83","1,587.50",-45.43,-70.76,-45.3,-44.26,-25.78,"32,725.00","20,498.00"
IBCN,IRONBARK DEF,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-
IBG,Ironbark Zinc Limited,0,0.09,0.07,148.65,1.01,44940000,-,0,-,0,-,0,-,-,0.09,0,4.84,0,0,0,0,0,0,0,0,-89.83,-2.62,-26.96,-2.62,-2.6,-26.79,-2.6,-2.62,-26.97,-2.62,1.66,292.08,-,-,-765,-826.43,-852.14,-,-40.81,-,-,-,1530000,1660000
IBK,ISHMSBRIC CDI 1:1,-,44.99,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,030.00",514
IBN,iBuyNew Group Ltd,0,0.01,0.01,-50,2,10160000,-,0,-,0,-,0,-,-,0,0,2.71,0,0,0,0,0,0,0,0,-0.27,-46.32,-,-46.32,-41.63,-37.74,-41.63,-50.51,-,-50.51,-1.08,920.95,-,-,-1.49,-57.09,-59.96,-,-4.23,-9.06,-,-,0,"109,961.00"
ICG,Inca Minerals Ltd,-0.01,0.02,0.01,285.73,50.02,39590000,-,0,-,0,-,0,-,-,0,0,1.15,0,0,0,0,0,0,0,0,-,-275.85,-62.18,-275.85,-260.96,-60.57,-260.96,-275.85,-62.18,-275.85,2.56,"1,939.50",-,-,"-63,866.31","-64,084.52","-63,959.05",-,-44.6,-,-,-,3860000,5760000
ICI,ICANDY FPO,-,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,"25,286.00"
ICN,Icon Energy Limited,-0.01,0.03,0.03,7.14,0.34,16730000,-,0,-,0,-,0,-,-,0.09,0.03,29.43,0,0,0,0,0,0,0,0,-,-9.78,-5.25,-9.78,-9.62,-5.04,-9.62,-10.07,-5.5,-10.07,1.36,415.85,-,-,-,-,-,-,-,-,-,-,"25,865.00","98,603.00"
ICQ,iCar Asia Ltd,-0.05,0.25,0.52,-74.48,1.47,78630000,-,0,-,0,-,0,-,-,0.17,0.07,6.33,1.08,0,1.08,1.26,1.18,0,1.18,1.42,-,-35.81,-46.15,-32.51,-31.9,-39.8,-29.2,-36.16,-48.51,-32.95,1.93,245.8,-,95.78,-158.59,-177.1,-171.67,-,283.58,-,-,-,"54,348.00","172,833.00"
ICS,ICSGlobal Ltd,0.11,1.63,1.59,2.65,2.92,17320000,14.95,0.04,0.04,0.06,0.06,0.06,3.55,0.47,0.53,0.19,2.99,0,0,0,0,0,0,0,0,8.17,21.85,15.6,21.85,17.54,12.76,17.54,21.85,15.6,21.85,0.67,5.46,-,97.29,28.54,23.64,23.82,-,23.7,19.4,-,-,"3,000.00","3,256.00"
ICT,iCollege Ltd,-0.14,0.04,0.04,-60,-,5060000,-,0,-,0,-,0,-,-,-0.04,0,0.1,0,0,121.42,121.42,-,-,-,-,-5.43,-631.68,-238.98,-631.68,-164.29,-79.36,-164.29,"-1,309.65",-323.7,"-1,309.65",2.04,61.63,-,65.2,-59.51,-402.77,-342.04,-,15.11,15.96,-,-,"306,667.00","255,575.00"
ICU,Isentric Ltd,0.01,0.06,0.09,-63.42,0.39,9670000,4.18,0,-,0,-,0,-,-,0.15,0,2.3,0,0,0,0,0,0,0,0,39.68,10,6.96,10,8.65,5.56,8.65,10,6.96,10,-,10.53,-,60.78,20.33,15.49,19.75,-,148.5,31.25,-,-,0,"56,101.00"
ICZ,Indus Coal Ltd,-0.01,0.05,-,-,-,4960000,-,0,-,0,-,0,-,-,0.14,0.02,0.43,0,0,20.58,21.15,0,0,27.36,28.99,-2.19,-10.54,-,-6.28,-7.44,-,-5.14,-10.54,-,-6.28,-,67.72,-,-,"-2,482.82","-2,493.42","-4,134.26",-,-,-,-,-,0,-
IDA,Indiana Resources Ltd,-1.08,0.08,0.09,"14,200.85",0.35,3510000,-,0,-,0,-,0,-,-,0.23,0.02,2.05,0,0,0,0,0,0,0,0,-341.42,-142.2,-40.41,-142.2,-112.9,-25.13,-112.9,-143.55,-47.91,-143.55,1.63,9.57,-,-,"-45,421.43","-168,864.30","-162,800.00",-,-82.27,-37.27,-,-,0,"51,154.00"
IDC,Indochine Mining Limited,-0.09,2.4,0.01,-,-,8180000,-,0,-,0,-,0,-,-,-0.01,0,0.02,0,0,0,0,-,-,-,-,-129.22,-297.51,-49.56,-297.51,-227.55,-45.11,-227.55,-297.51,-49.56,-297.51,1.64,762.77,-,-,"-10,475.78","-10,550.22","-10,631.30",-,16.11,-,-,-,0,-
IDCDA,Indochine Mining Limited,-,-,-,-,-,-,-,0,-,0,-,0,-,-,-3.47,0.08,0.02,0,0,0,0,-,-,-,-,-129.22,-297.51,-49.56,-297.51,-227.55,-45.11,-227.55,-297.51,-49.56,-297.51,-,1.91,-,-,"-10,475.78","-10,550.22","-10,631.30",-,16.11,-,-,-,-,-
IDE,Ideas International Ltd,0.14,1.5,1.17,36.36,3.62,20430000,10.77,0.05,-,0.05,-,0.05,-,0.55,0.41,0.44,1.49,0.08,0.08,0.18,0.18,0.16,0.16,0.36,0.36,-,37.78,27,37.78,18.37,11.27,18.37,38.18,28.75,38.18,0.98,1.64,-,89.64,25.37,24.82,21.8,109.69,3.48,-,107.15,-,0,-
IDL,Industrea Ltd.,0.04,0,1.17,5.42,1.44,-,0,0,-,0.01,-,0.01,-,8.72,0.88,0.09,1.22,25.33,25.33,35.51,35.36,52.95,52.95,74.23,73.93,3.6,2.67,9.35,2.67,2.12,7.03,2.12,4.12,16.31,4.12,2.38,331.72,-,54.65,30.94,12.76,3.57,-6.45,41.51,50.17,-16.59,-,0,"528,027.00"
IDM,IDM International Ltd,-0.02,0,-,-,-,-,-,0,-,0,-,0,-,-,-0.07,0,0,0.29,0.29,388.56,388.56,-,-,-,-,-0.64,-,-165.16,-,-54.39,-51.2,-54.39,-,-305.46,-,-,530.25,-,-111.38,"-1,831.71","-1,831.71","-4,100.81",-,-,-,-,-,0,-
IDMN,IDM INT DEF,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-
IDMNA,IDM INT DEF X OPT,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-
IDO,Indo Mines Limited,-0.01,0.01,0.01,62.5,0.26,6990000,-,0,-,0,-,0,-,-,0.05,0.01,0.93,28.31,28.31,28.31,28.31,20.17,20.17,20.17,20.17,-24.26,-13.76,-35.5,-13.76,-23.47,-42.75,-23.47,-13.37,-33.21,-13.37,2.32,158.76,-,-,-,-,-,-,-,-,-,-,0,"44,582.00"
IDP,INDOPAC FPO,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-
IDR,Industria REIT,0.25,2.06,2.12,2.16,0.98,336010000,8.13,0.08,0.08,0.15,0.16,0.15,7.72,18.91,2.12,0.01,2.25,33.01,33.01,33.01,33.01,53.33,53.33,53.33,53.33,-,7.87,-,7.87,7.55,-,7.55,12.24,-,12.24,-,146.66,-,76.71,69.01,69.02,82.36,12.18,7.05,-,12.52,-,"48,552.00","227,079.00"
IDT,IDT Australia Limited,-0.02,0.18,0.24,-48.57,0.91,44720000,-,0,-,0,-,0,-,-,0.2,0,1.31,0.03,0.03,4.9,4.9,0.04,0.04,5.98,5.98,-356.06,-9.43,-13.01,-9.43,-8.34,-11.62,-8.34,-9.7,-13.38,-9.7,1.01,228.53,-,92.54,-20.13,-33.46,-23.68,-,5.25,-3.84,-,-,"15,611.00","294,951.00"
IDX,Integral Diagnostics Ltd,0.08,1.16,1.48,-23.23,1.87,167920000,14.35,0.04,0.04,0.04,-,0.04,-,0,0.64,0.16,1.15,34.11,34.11,37.85,37.85,67.2,67.2,74.56,74.56,8.5,7.98,-,7.98,6.76,-,6.76,16.2,-,16.2,-,106.93,-,-,21.12,9.79,6.78,-,-,-,-,-,"101,401.00","184,099.00"
IDZ,Indoor Skydive Australia Group Ltd,-0.01,0.38,0.42,0,1.7,51640000,-,0,-,0,-,0,-,-,0.24,0.02,0.61,19.33,19.33,20.96,20.96,29.86,29.86,32.38,32.38,-,-3.9,-,-3.9,-3.45,-,-3.45,-4.59,-,-4.59,0.22,96.8,-,79.24,-5.91,-18.56,-16.02,-,-,-,-,-,"25,000.00","78,278.00"
IEC,Intra Energy Corporation Ltd,-0.01,0.02,0.01,54.55,0.72,6060000,-,0,-,0,-,0,-,-,0.02,0,0.26,0,0,21.68,21.68,0,0,39.62,39.62,-2.53,-28.84,-31.98,-28.84,-19.98,-27.74,-19.98,-24.64,-29.43,-24.64,1.51,129.72,-,38.15,-5.76,-26.84,-26.84,-,171.87,-,-,-,0,"99,476.00"
